RegionCode,Area,Year,Series,ValueString,Footnotes,Source,value
1,"Total, all countries or areas",2015,Population mid-year estimates for females (millions),"3,689.19",,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",3689.19
2,Africa,2015,Population mid-year estimates for females (millions),601.81,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",601.81
15,Northern Africa,2015,Population mid-year estimates for females (millions),113.05,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",113.05
202,Sub-Saharan Africa,2015,Population mid-year estimates for females (millions),488.76,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",488.76
14,Eastern Africa,2015,Population mid-year estimates for females (millions),198.51,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",198.51
17,Middle Africa,2015,Population mid-year estimates for females (millions),79.18,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",79.18
18,Southern Africa,2015,Population mid-year estimates for females (millions),32.72,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",32.72
11,Western Africa,2015,Population mid-year estimates for females (millions),178.35,Including Saint Helena.,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",178.35
19,Americas,2015,Population mid-year estimates for females (millions),497.73,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",497.73
21,Northern America,2015,Population mid-year estimates for females (millions),182.18,"Including Bermuda, Greenland, and Saint Pierre and Miquelon.","United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",182.18
419,Latin America & the Caribbean,2015,Population mid-year estimates for females (millions),315.55,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",315.55
29,Caribbean,2015,Population mid-year estimates for females (millions),21.55,"Including Anguilla, Bonaire, Sint Eustatius and Saba, British Virgin Islands, Cayman Islands, Dominica, Montserrat, Saint Kitts and Nevis, Sint Maarten (Dutch part) and Turks and Caicos Islands.","United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",21.55
13,Central America,2015,Population mid-year estimates for females (millions),85.04,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",85.04
5,South America,2015,Population mid-year estimates for females (millions),208.96,Including Falkland Islands (Malvinas).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",208.96
142,Asia,2015,Population mid-year estimates for females (millions),"2,185.01",,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",2185.01
143,Central Asia,2015,Population mid-year estimates for females (millions),34.95,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",34.95
30,Eastern Asia,2015,Population mid-year estimates for females (millions),801.68,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",801.68
62,South-central Asia,2015,Population mid-year estimates for females (millions),939.57,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",939.57
35,South-eastern Asia,2015,Population mid-year estimates for females (millions),317.63,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",317.63
34,Southern Asia,2015,Population mid-year estimates for females (millions),904.62,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",904.62
145,Western Asia,2015,Population mid-year estimates for females (millions),126.13,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",126.13
150,Europe,2015,Population mid-year estimates for females (millions),384.51,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",384.51
151,Eastern Europe,2015,Population mid-year estimates for females (millions),155.89,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",155.89
154,Northern Europe,2015,Population mid-year estimates for females (millions),52.27,Including the Faroe Islands and the Isle of Man.,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",52.27
39,Southern Europe,2015,Population mid-year estimates for females (millions),78.54,"Including Andorra, Gibraltar, Holy See, and San Marino.","United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",78.54
155,Western Europe,2015,Population mid-year estimates for females (millions),97.80,Including Liechtenstein and Monaco.,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",97.8
9,Oceania,2015,Population mid-year estimates for females (millions),20.14,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",20.14
53,Australia and New Zealand,2015,Population mid-year estimates for females (millions),14.33,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",14.33
54,Melanesia,2015,Population mid-year estimates for females (millions),5.21,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022.",5.21
